contractnumber,startdate,enddate,laborerscount,contractversion,approvaldate,status_ar,ajeer_laborofficeid,ajeer_sequencenumber,establishment_laborofficeid,establishment_sequencenumber,time
1401000197,2014-01-31 00:00:00.000,2015-11-11 00:00:00.000,1,1,2014-01-31 10:46:13.930,منتهي,1,348291,1,324757,1391126400
1401000198,2014-01-31 00:00:00.000,2015-05-07 00:00:00.000,1,1,2014-01-31 11:28:58.320,منتهي,1,348291,1,92300,1391126400
1401000199,2014-01-31 00:00:00.000,2015-02-17 00:00:00.000,2,1,2014-01-31 11:31:19.193,منتهي,1,348291,1,22481,1391126400
1401000200,2014-01-31 00:00:00.000,2015-04-20 00:00:00.000,1,1,2014-01-31 11:37:13.110,منتهي,1,348291,1,8640,1391126400
1401000201,2014-01-31 00:00:00.000,2015-07-27 21:00:00.000,1,2,2014-12-30 00:00:00.173,منتهي,1,348291,11,116777,1391126400
1401000202,2014-01-31 00:00:00.000,2015-11-04 21:00:00.000,4,2,2015-01-03 00:00:00.367,منتهي,1,348291,1,92300,1391126400
1401000203,2014-01-31 00:00:00.000,2015-07-07 21:00:00.000,5,2,2015-01-03 00:00:00.367,منتهي,1,348291,1,27904,1391126400
1401000204,2014-01-31 00:00:00.000,2015-07-31 00:00:00.000,172,1,2014-01-31 11:53:42.723,منتهي,1,348291,15,7616,1391126400
1401000205,2014-01-31 00:00:00.000,2015-01-07 21:00:00.000,35,2,2014-12-08 00:00:01.080,منتهي,1,348291,1,107358,1391126400
1401000206,2014-01-31 00:00:00.000,2015-09-24 21:00:00.000,15,2,2014-12-08 00:00:01.080,منتهي,1,348291,1,107358,1391126400
1401000207,2015-01-02 00:00:00.000,2015-07-27 21:00:00.000,42,5,2015-01-03 00:00:00.367,منتهي,1,348291,1,59695,1420156800
1401000208,2014-01-31 00:00:00.000,2015-05-27 00:00:00.000,165,1,2014-01-31 13:22:35.123,منتهي,1,348291,13,85136,1391126400
1401000209,2014-01-31 00:00:00.000,2015-05-26 18:00:00.000,174,3,2015-05-06 00:00:01.310,منتهي,1,348291,13,85136,1391126400
1401000210,2014-01-31 00:00:00.000,2015-06-30 00:00:00.000,12,1,2014-01-31 15:21:12.737,منتهي,1,348291,27,40523,1391126400
1401000211,2014-01-31 21:00:00.000,2015-09-03 00:00:00.000,441,2,2014-12-20 00:00:00.607,منتهي,1,348291,15,968,1391202000
1402000002,2014-02-07 00:00:00.000,2015-07-31 21:00:00.000,0,2,2015-01-03 00:00:00.367,منتهي,1,348291,9,7956,1391731200
1402000003,2014-02-07 00:00:00.000,2015-05-18 21:00:00.000,64,2,2014-12-20 00:00:00.607,منتهي,1,348291,1,282827,1391731200
1402000004,2014-02-07 00:00:00.000,2015-05-27 00:00:00.000,29,1,2014-02-07 10:26:38.257,منتهي,1,348291,9,74339,1391731200
1402000005,2014-02-07 00:00:00.000,2015-05-27 00:00:00.000,61,1,2014-02-07 10:32:39.013,منتهي,1,348291,9,107357,1391731200
1402000006,2014-02-07 00:00:00.000,2015-05-27 00:00:00.000,154,1,2014-02-07 10:36:30.540,منتهي,1,348291,9,41638,1391731200
1402000007,2014-02-07 00:00:00.000,2015-05-27 00:00:00.000,121,1,2014-02-07 10:43:48.980,منتهي,1,348291,9,41538,1391731200
1402000008,2014-02-07 00:00:00.000,2015-06-11 00:00:00.000,124,1,2014-02-07 11:05:49.290,منتهي,1,348291,1,72826,1391731200
1402000009,2014-02-07 11:09:07.000,2016-02-06 11:09:07.000,12,1,2014-02-07 11:12:34.920,منتهي,1,348301,1,21876,1391771347
1402000010,2014-02-07 00:00:00.000,2015-06-22 21:00:00.000,25,2,2015-01-03 00:00:00.367,منتهي,1,348291,9,84083,1391731200
1402000011,2014-02-07 00:00:00.000,2015-06-22 21:00:00.000,105,2,2015-01-03 00:00:00.367,منتهي,1,348291,9,84156,1391731200
1402000012,2014-02-07 00:00:00.000,2015-06-22 21:00:00.000,27,2,2015-01-03 00:00:00.367,منتهي,1,348291,9,84052,1391731200
1402000013,2014-02-07 00:00:00.000,2015-06-22 21:00:00.000,47,2,2015-01-03 00:00:00.367,منتهي,1,348291,9,83888,1391731200
1402000014,2014-02-07 11:42:53.000,2016-02-06 11:42:53.000,1,1,2014-02-07 11:46:19.303,منتهي,1,348301,1,7850,1391773373
1402000015,2014-02-07 11:43:37.000,2016-02-06 11:43:37.000,0,1,2014-02-07 11:47:04.427,منتهي,1,348301,1,40115,1391773417
1402000016,2014-02-07 11:46:52.000,2016-02-06 11:46:52.000,11,1,2014-02-07 11:50:22.003,منتهي,1,348301,9,6334,1391773612
1402000017,2014-02-07 11:48:02.000,2016-02-06 11:48:02.000,6,2,2015-02-18 00:00:00.310,منتهي,1,348301,1,4533,1391773682
1402000018,2014-02-07 11:57:20.000,2016-02-06 11:57:20.000,12,1,2014-02-07 12:00:48.820,منتهي,1,348301,1,1017,1391774240
1402000019,2014-02-07 11:57:46.000,2016-02-06 11:57:46.000,0,1,2014-02-07 12:01:12.803,منتهي,1,348301,1,98769,1391774266
1402000020,2014-02-07 11:58:04.000,2016-02-06 11:58:04.000,13,1,2014-02-13 12:57:19.563,منتهي,1,348301,1,19816,1391774284
1402000021,2014-02-07 12:00:24.000,2016-02-06 12:00:24.000,24,5,2015-03-19 00:00:01.050,منتهي,1,348301,16,3076,1391774424
1402000022,2014-02-07 12:03:26.000,2016-02-06 12:03:26.000,5,1,2014-02-07 12:06:54.153,منتهي,1,348301,1,283515,1391774606
1402000023,2014-02-07 12:04:54.000,2016-02-06 12:04:54.000,0,1,2014-02-07 12:08:27.463,منتهي,1,348301,1,40115,1391774694
1402000024,2014-02-07 12:05:59.000,2016-02-06 12:05:59.000,7,1,2014-02-07 12:09:26.980,منتهي,1,348301,1,176679,1391774759
1402000025,2014-02-07 12:06:47.000,2016-02-06 12:06:47.000,84,1,2014-02-16 14:03:30.580,منتهي,1,348301,1,327440,1391774807
1402000026,2014-02-07 00:00:00.000,2015-05-27 00:00:00.000,88,1,2014-02-07 12:11:15.207,منتهي,1,348291,9,41538,1391731200
1402000027,2014-02-07 12:09:35.000,2016-02-06 12:09:35.000,13,4,2015-12-05 00:00:01.243,منتهي,1,348301,1,6377,1391774975
1402000028,2014-02-07 12:10:01.000,2016-02-06 12:10:01.000,1,1,2014-02-07 12:13:27.223,منتهي,1,348301,1,234451,1391775001
1402000029,2014-02-07 00:00:00.000,2015-10-28 00:00:00.000,26,1,2014-02-16 19:22:00.627,منتهي,1,348291,9,127190,1391731200
1402000030,2014-02-07 00:00:00.000,2015-08-31 21:00:00.000,47,2,2015-01-03 00:00:00.367,منتهي,1,348291,4,90870,1391731200
1402000031,2014-02-07 00:00:00.000,2015-10-07 21:00:00.000,0,2,2015-01-03 00:00:00.367,منتهي,1,348291,1,91795,1391731200
1402000032,2014-02-07 13:14:00.000,2016-02-06 13:14:00.000,0,1,2014-02-07 13:17:29.527,منتهي,1,348301,1,40115,1391778840
1402000033,2014-02-07 00:00:00.000,2015-06-02 21:00:00.000,34,2,2015-01-03 00:00:00.367,منتهي,1,348291,1,223020,1391731200
1402000034,2014-02-07 00:00:00.000,2015-07-29 21:00:00.000,24,2,2015-01-03 00:00:00.367,منتهي,1,348291,1,163049,1391731200
1402000035,2014-02-07 00:00:00.000,2015-02-14 00:00:00.000,14,1,2014-02-07 13:42:14.630,منتهي,11,169073,11,179766,1391731200
1402000036,2014-02-07 00:00:00.000,2015-05-04 21:00:00.000,22,2,2015-01-03 00:00:00.367,منتهي,1,348291,1,118063,1391731200
1402000037,2014-02-07 00:00:00.000,2015-05-15 00:00:00.000,29,1,2014-02-07 14:23:33.130,منتهي,1,348291,1,276675,1391731200
1402000038,2014-02-07 00:00:00.000,2015-06-02 00:00:00.000,27,1,2014-02-07 14:27:48.310,منتهي,1,348291,11,131426,1391731200
1402000039,2014-02-07 00:00:00.000,2015-11-08 21:00:00.000,20,2,2015-01-03 00:00:00.367,منتهي,1,348291,1,321813,1391731200
1402000040,2014-02-07 00:00:00.000,2015-03-17 21:00:00.000,16,2,2015-01-03 00:00:00.367,منتهي,1,348291,1,98769,1391731200
1402000041,2014-02-07 14:53:57.000,2016-02-06 14:53:57.000,3,1,2014-02-07 14:57:25.923,منتهي,1,348301,1,208969,1391784837
1402000042,2014-02-07 00:00:00.000,2015-05-21 21:00:00.000,17,3,2015-04-01 00:00:01.367,منتهي,1,348291,9,49793,1391731200
1402000043,2014-08-11 00:00:00.000,2016-06-19 00:00:00.000,29,8,2014-12-08 00:00:01.080,منتهي,4,102803,15,54,1407715200
1402000044,2014-07-24 00:00:00.000,2014-08-20 00:00:00.000,3,2,2014-12-08 00:00:01.080,منتهي,4,102803,15,30375,1406160000
1402000045,2014-02-11 11:41:20.000,2016-02-10 11:41:20.000,33,1,2014-02-11 11:45:11.480,منتهي,1,348301,1,59665,1392118880
1402000046,2014-02-11 11:42:01.000,2016-02-10 11:42:01.000,82,1,2014-02-11 11:46:02.283,منتهي,1,348301,1,59665,1392118921
1402000047,2014-02-11 11:43:04.000,2016-02-10 11:43:04.000,35,1,2014-02-11 11:46:52.927,منتهي,1,348301,1,59665,1392118984
1402000048,2014-02-11 00:00:00.000,2016-02-11 00:00:00.000,39,1,2014-03-09 17:07:52.483,منتهي,1,355270,9,126918,1392076800
1402000049,2014-02-11 00:00:00.000,2016-02-11 00:00:00.000,5,1,2014-02-25 13:09:51.010,منتهي,1,355270,9,174948,1392076800
1402000051,2014-02-11 00:00:00.000,2016-02-11 00:00:00.000,0,1,2014-02-25 11:23:56.877,منتهي,1,355270,9,49793,1392076800
1402000052,2014-02-11 00:00:00.000,2016-02-11 00:00:00.000,172,1,2014-02-25 10:52:26.243,منتهي,1,355270,1,61038,1392076800
1402000053,2014-02-11 00:00:00.000,2016-02-11 00:00:00.000,2,1,2014-02-18 15:53:54.887,منتهي,1,355270,9,50891,1392076800
1402000054,2014-02-11 00:00:00.000,2016-02-11 00:00:00.000,0,2,2014-12-08 00:00:01.080,منتهي,1,355270,1,60034,1392076800
1402000055,2014-02-11 00:00:00.000,2016-02-11 00:00:00.000,4,1,2014-02-16 14:23:57.790,منتهي,1,355270,1,305177,1392076800
1402000058,2014-02-12 00:00:00.000,2016-02-12 00:00:00.000,3,2,2014-12-26 00:00:00.787,منتهي,1,355270,1,220928,1392163200
1402000059,2014-02-12 00:00:00.000,2016-02-12 00:00:00.000,2,2,2014-12-26 00:00:00.787,منتهي,1,355270,1,377,1392163200
1402000060,2014-02-12 00:00:00.000,2016-02-12 00:00:00.000,10,1,2014-02-16 09:37:39.267,منتهي,1,355270,3,50315,1392163200
1402000061,2014-02-13 00:00:00.000,2019-06-16 00:00:00.000,3,1,2014-02-13 09:17:45.107,منتهي,4,102803,4,93314,1392249600
1402000062,2014-04-16 00:00:00.000,2016-10-01 00:00:00.000,151,6,2014-12-08 00:00:01.080,منتهي,4,102803,15,28562,1397606400
1402000123,2014-03-10 00:00:00.000,2015-03-09 00:00:00.000,2,3,2014-12-08 00:00:01.080,منتهي,11,169073,11,133563,1394409600
1402000124,2014-02-16 00:00:00.000,2015-02-24 00:00:00.000,1,1,2014-02-16 15:11:37.623,منتهي,11,169073,22,42640,1392508800
1402000125,2014-02-16 00:00:00.000,2015-02-24 00:00:00.000,4,1,2014-02-16 15:29:23.383,منتهي,11,169073,11,162661,1392508800
1402000126,2014-02-26 00:00:00.000,2015-02-25 00:00:00.000,2,2,2014-12-08 00:00:01.080,منتهي,11,169073,18,42219,1393372800
1402000127,2014-03-21 00:00:00.000,2015-03-20 00:00:00.000,3,2,2014-12-08 00:00:01.080,منتهي,11,169073,11,107647,1395360000
1402000128,2014-09-01 00:00:00.000,2015-10-27 00:00:00.000,50,10,2014-12-08 00:00:01.080,منتهي,4,102803,15,21,1409529600
1402000130,2014-04-15 00:00:00.000,2015-04-14 00:00:00.000,4,5,2014-12-08 00:00:01.080,منتهي,11,169073,1,46429,1397520000
1402000131,2014-03-17 00:00:00.000,2015-03-16 00:00:00.000,3,2,2014-12-08 00:00:01.080,منتهي,11,169073,11,138484,1395014400
1402000132,2014-04-24 00:00:00.000,2015-04-23 00:00:00.000,4,3,2014-12-08 00:00:01.080,منتهي,11,169073,11,176859,1398297600
1402000133,2014-02-20 13:11:05.000,2016-02-19 13:11:05.000,3,1,2014-02-25 12:16:21.050,منتهي,1,348301,1,19816,1392901865
1402000134,2014-02-20 00:00:00.000,2015-02-19 00:00:00.000,1,7,2014-12-08 00:00:01.080,منتهي,11,169073,11,3290,1392854400
1402000135,2014-02-20 00:00:00.000,2016-02-20 00:00:00.000,12,8,2016-01-09 00:00:00.717,منتهي,1,355270,1,371910,1392854400
1402000136,2014-02-20 00:00:00.000,2016-02-20 00:00:00.000,0,1,2014-02-20 15:48:52.787,منتهي,1,355270,1,60034,1392854400
1402000137,2014-02-20 00:00:00.000,2016-02-20 00:00:00.000,177,4,2015-03-14 00:00:01.050,منتهي,1,355270,1,21876,1392854400
1402000138,2014-02-20 00:00:00.000,2016-02-20 00:00:00.000,0,2,2014-12-18 00:00:01.067,منتهي,1,355270,1,245750,1392854400
1402000140,2014-04-04 00:00:00.000,2015-04-03 00:00:00.000,0,7,2014-12-08 00:00:01.080,منتهي,11,169073,11,174026,1396569600
1402000142,2014-06-08 00:00:00.000,2015-02-19 00:00:00.000,14,5,2014-12-08 00:00:01.080,منتهي,11,169073,13,74754,1402185600
1402000143,2014-02-24 00:00:00.000,2015-02-23 00:00:00.000,21,2,2014-06-18 15:10:42.633,منتهي,11,169073,9,5131,1393200000
1402000144,2014-02-24 00:00:00.000,2015-02-23 00:00:00.000,3,1,2014-02-24 13:23:03.023,منتهي,11,169073,9,176813,1393200000
1402000145,2014-04-13 00:00:00.000,2015-02-23 00:00:00.000,2,2,2014-07-10 14:31:05.630,منتهي,11,169073,9,520,1397347200
1402000146,2014-02-24 00:00:00.000,2015-02-23 00:00:00.000,6,1,2014-02-24 14:01:24.257,منتهي,11,169073,9,158716,1393200000
1402000147,2014-04-13 00:00:00.000,2015-02-23 00:00:00.000,1,3,2014-12-08 00:00:01.080,منتهي,11,169073,12,103983,1397347200
1402000148,2014-02-24 00:00:00.000,2015-05-28 00:00:00.000,3,1,2014-02-24 17:32:10.190,منتهي,1,348291,1,116634,1393200000
1402000149,2014-04-10 00:00:00.000,2015-04-09 00:00:00.000,2,4,2014-12-08 00:00:01.080,منتهي,11,169073,11,79244,1397088000
1402000150,2014-04-24 00:00:00.000,2015-04-23 00:00:00.000,2,3,2014-12-08 00:00:01.080,منتهي,11,169073,11,171181,1398297600
1402000151,2014-08-20 00:00:00.000,2015-02-25 00:00:00.000,4,5,2014-12-08 00:00:01.080,منتهي,11,169073,9,172481,1408492800
1402000152,2014-02-26 00:00:00.000,2016-02-25 00:00:00.000,0,1,2014-03-09 11:51:20.017,منتهي,11,169073,13,74754,1393372800
1402000153,2014-02-27 10:16:49.000,2016-02-26 10:16:49.000,44,1,2014-02-27 10:20:52.767,منتهي,1,348301,1,59665,1393496209
1402000154,2014-02-27 10:22:51.000,2016-02-26 10:22:51.000,25,1,2014-02-27 10:26:37.757,منتهي,1,348301,16,3076,1393496571
1402000155,2014-02-27 00:00:00.000,2015-02-26 00:00:00.000,9,1,2014-02-27 10:37:34.067,منتهي,11,169073,11,15915,1393459200
1402000156,2014-02-27 13:15:45.000,2016-02-26 13:15:45.000,0,1,2014-02-27 13:19:30.590,منتهي,1,348301,1,167143,1393506945
1402000157,2014-02-27 00:00:00.000,2015-08-25 00:00:00.000,4,1,2014-02-27 15:42:50.190,منتهي,1,348291,6,13443,1393459200
1402000158,2014-03-01 00:00:00.000,2017-12-30 21:00:00.000,4,3,2016-03-24 00:00:00.790,فعال,1,348291,15,939,1393632000
1402000159,2014-02-28 00:00:00.000,2015-02-27 00:00:00.000,6,1,2014-02-28 09:41:13.237,منتهي,11,169073,9,56203,1393545600
1402000160,2014-03-01 00:00:00.000,2015-10-22 00:00:00.000,9,1,2014-02-28 09:43:04.870,منتهي,1,348291,6,13443,1393632000
1402000161,2014-05-03 00:00:00.000,2015-04-02 00:00:00.000,2,2,2014-12-08 00:00:01.080,منتهي,11,169073,10,45593,1399075200
1402000162,2014-03-01 00:00:00.000,2015-10-28 00:00:00.000,1,1,2014-02-28 09:46:56.080,منتهي,1,348291,10,100722,1393632000
1402000163,2014-03-01 00:00:00.000,2015-10-10 00:00:00.000,4,1,2014-02-28 09:49:57.667,منتهي,1,348291,1,364286,1393632000
1402000164,2014-04-09 00:00:00.000,2015-04-08 00:00:00.000,6,4,2014-12-08 00:00:01.080,منتهي,11,169073,9,172481,1397001600
1402000165,2014-03-01 00:00:00.000,2015-10-09 21:00:00.000,5,2,2015-07-28 00:00:00.690,منتهي,1,348291,4,46193,1393632000
1402000166,2014-04-09 00:00:00.000,2016-02-28 00:00:00.000,16,3,2014-12-08 00:00:01.080,منتهي,4,102803,15,16723,1397001600
1402000167,2014-05-27 00:00:00.000,2016-02-28 00:00:00.000,11,4,2014-12-08 00:00:01.080,منتهي,4,102803,15,10768,1401148800
1402000168,2014-04-01 00:00:00.000,2015-10-23 00:00:00.000,1,1,2014-02-28 10:07:22.487,منتهي,1,348291,1,366745,1396310400
1402000169,2014-04-01 00:00:00.000,2015-10-01 00:00:00.000,1,1,2014-02-28 10:10:11.057,منتهي,1,348291,1,321855,1396310400
1402000170,2014-04-01 00:00:00.000,2015-10-22 00:00:00.000,2,1,2014-02-28 10:12:57.067,منتهي,1,348291,9,116262,1396310400
1402000171,2014-08-14 00:00:00.000,2016-02-28 00:00:00.000,10,3,2014-12-08 00:00:01.080,منتهي,4,102803,15,10776,1407974400
1402000172,2014-04-01 00:00:00.000,2017-08-06 21:00:00.000,3,2,2015-03-14 00:00:01.050,منتهي,1,348291,1,214457,1396310400
1402000173,2014-03-01 00:00:00.000,2015-09-26 00:00:00.000,8,1,2014-02-28 10:53:14.037,منتهي,1,348291,1,330991,1393632000
1402000174,2014-03-01 00:00:00.000,2015-11-05 00:00:00.000,18,1,2014-02-28 10:55:49.877,منتهي,1,348291,1,265881,1393632000
1402000175,2014-03-01 00:00:00.000,2015-09-05 00:00:00.000,1,1,2014-02-28 11:07:32.473,منتهي,1,348291,6,13443,1393632000
1402000176,2014-03-01 00:00:00.000,2015-08-20 00:00:00.000,0,1,2014-02-28 11:11:50.587,منتهي,1,348291,1,211277,1393632000
1402000177,2014-03-01 00:00:00.000,2014-04-09 00:00:00.000,1,1,2014-02-28 12:07:22.913,منتهي,1,348291,1,227470,1393632000
1402000178,2014-04-01 00:00:00.000,2014-11-09 00:00:00.000,6,1,2014-02-28 12:20:35.897,منتهي,1,348291,1,310875,1396310400
1402000179,2014-02-28 00:00:00.000,2016-02-28 00:00:00.000,25,1,2014-02-28 12:28:00.413,منتهي,4,102803,4,51401,1393545600
1402000180,2014-03-01 00:00:00.000,2014-10-03 00:00:00.000,5,1,2014-02-28 12:33:27.337,منتهي,1,348291,15,937,1393632000
1402000181,2014-03-01 00:00:00.000,2015-06-05 00:00:00.000,3,1,2014-02-28 12:44:12.563,منتهي,1,348291,10,100722,1393632000
1402000182,2014-03-01 00:00:00.000,2015-06-16 21:00:00.000,6,2,2015-03-25 00:00:00.923,منتهي,1,348291,1,340506,1393632000
1402000183,2014-02-28 00:00:00.000,2016-02-28 00:00:00.000,1,7,2015-06-19 00:00:02.287,منتهي,1,355270,3,104279,1393545600
1402000184,2014-02-28 00:00:00.000,2016-02-28 00:00:00.000,2,2,2014-11-16 13:28:26.447,منتهي,1,355270,1,371910,1393545600
1402000185,2014-03-27 00:00:00.000,2016-02-28 00:00:00.000,100,5,2014-12-19 00:00:00.600,منتهي,1,355270,9,7712,1395878400
1402000186,2014-03-20 00:00:00.000,2016-02-28 00:00:00.000,152,6,2014-12-19 00:00:00.600,منتهي,1,355270,9,7712,1395273600
1403000001,2014-04-25 00:00:00.000,2015-04-24 00:00:00.000,1,6,2014-06-01 18:32:03.397,منتهي,11,169073,11,179766,1398384000
1403000002,2014-03-03 15:31:08.000,2016-03-02 15:31:08.000,1,1,2014-03-03 15:34:09.600,منتهي,1,348301,1,59665,1393860668
1403000165,2014-03-04 00:00:00.000,2015-03-03 00:00:00.000,3,1,2014-03-04 10:22:27.387,منتهي,11,169073,11,83081,1393891200
1403000166,2014-03-04 11:01:13.000,2016-03-03 11:01:13.000,1,1,2014-03-04 11:04:27.653,منتهي,1,348301,1,40115,1393930873
1403000167,2015-08-20 15:17:27.000,2017-08-19 15:17:27.000,30,6,2015-08-21 00:00:00.380,منتهي,1,348301,1,1884,1440083847
1403000168,2014-03-04 11:10:06.000,2016-03-03 11:10:06.000,4,1,2014-03-04 11:13:07.593,منتهي,1,348301,1,208969,1393931406
1403000169,2014-03-04 11:13:50.000,2016-03-03 11:13:50.000,34,1,2014-03-04 11:16:57.063,منتهي,1,348301,15,16826,1393931630
1403000170,2014-03-04 11:16:41.000,2016-03-03 11:16:41.000,8,1,2014-03-04 11:19:43.267,منتهي,1,348301,1,31846,1393931801
1403000171,2014-03-04 11:19:09.000,2016-03-03 11:19:09.000,2,1,2014-03-04 11:22:10.937,منتهي,1,348301,1,21876,1393931949
1403000172,2014-03-04 11:20:59.000,2016-03-03 11:20:59.000,30,1,2014-03-04 11:24:05.390,منتهي,1,348301,1,232580,1393932059
1403000173,2014-03-04 11:22:54.000,2016-03-03 11:22:54.000,3,1,2014-03-04 11:25:55.220,منتهي,1,348301,1,133557,1393932174
1403000174,2014-03-04 11:26:21.000,2016-03-03 11:26:21.000,49,1,2014-03-04 11:29:30.923,منتهي,1,348301,1,153814,1393932381
1403000175,2014-03-04 11:27:06.000,2016-03-03 11:27:06.000,1,1,2014-03-04 11:30:07.580,منتهي,1,348301,9,6334,1393932426
1403000176,2014-03-04 11:30:35.000,2016-03-03 11:30:35.000,0,1,2014-03-04 11:33:53.420,منتهي,1,348301,1,40115,1393932635
1403000177,2014-03-04 11:35:49.000,2016-03-03 11:35:49.000,0,1,2014-03-04 11:39:44.057,منتهي,1,348301,1,40115,1393932949
1403000178,2014-03-04 15:17:30.000,2016-03-03 15:17:30.000,0,1,2014-03-04 15:21:02.513,منتهي,1,348301,1,40115,1393946250
1403000179,2014-03-05 11:53:59.000,2016-03-04 11:53:59.000,2,1,2014-03-05 11:57:04.500,منتهي,1,348301,1,21876,1394020439
1403000180,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 11:59:01.880,منتهي,1,355270,1,181923,1393977600
1403000181,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 12:14:05.917,منتهي,1,355270,12,127646,1393977600
1403000182,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 12:25:54.197,منتهي,1,355270,1,171399,1393977600
1403000183,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 12:28:37.523,منتهي,1,355270,12,84087,1393977600
1403000184,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 12:31:42.817,منتهي,1,355270,12,100111,1393977600
1403000185,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 12:35:07.343,منتهي,1,355270,11,129084,1393977600
1403000186,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 12:41:27.417,منتهي,1,355270,11,129184,1393977600
1403000187,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 12:43:50.787,منتهي,1,355270,11,129189,1393977600
1403000188,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 12:47:44.877,منتهي,1,355270,11,129233,1393977600
1403000189,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 12:49:01.530,منتهي,1,355270,1,299924,1393977600
1403000190,2014-03-05 12:49:41.000,2016-03-04 12:49:41.000,26,1,2014-03-05 12:52:49.037,منتهي,1,348301,16,3076,1394023781
1403000191,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 12:56:16.600,منتهي,1,355270,11,130480,1393977600
1403000192,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:14:13.287,منتهي,1,355270,11,135741,1393977600
1403000193,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:15:58.900,منتهي,1,355270,11,135762,1393977600
1403000194,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:30:09.447,منتهي,1,355270,11,140181,1393977600
1403000195,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:31:21.567,منتهي,1,355270,11,148627,1393977600
1403000196,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:32:40.767,منتهي,1,355270,11,153831,1393977600
1403000197,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:34:42.730,منتهي,1,355270,11,153972,1393977600
1403000198,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:36:03.930,منتهي,1,355270,11,156735,1393977600
1403000199,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:37:39.520,منتهي,1,355270,9,162856,1393977600
1403000200,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:39:24.547,منتهي,1,355270,9,162968,1393977600
1403000201,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:41:55.213,منتهي,1,355270,9,163309,1393977600
1403000202,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:47:31.467,منتهي,1,355270,9,163475,1393977600
1403000203,2014-03-13 00:00:00.000,2016-03-13 00:00:00.000,0,2,2014-12-08 00:00:01.080,منتهي,1,355270,9,163496,1394668800
1403000204,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:50:02.633,منتهي,1,355270,9,163502,1393977600
1403000205,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:52:08.317,منتهي,1,355270,9,164335,1393977600
1403000206,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:53:20.687,منتهي,1,355270,9,164343,1393977600
1403000207,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:54:40.107,منتهي,1,355270,9,164354,1393977600
1403000208,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:55:55.853,منتهي,1,355270,9,165460,1393977600
1403000209,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:57:43.413,منتهي,1,355270,9,167530,1393977600
1403000210,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 13:58:57.987,منتهي,1,355270,9,167532,1393977600
1403000211,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 14:00:12.283,منتهي,1,355270,9,167797,1393977600
1403000212,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,0,1,2014-03-05 14:01:29.670,منتهي,1,355270,9,168920,1393977600
1403000213,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 14:08:46.403,منتهي,1,355270,19,35758,1393977600
1403000214,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 14:09:49.790,منتهي,1,355270,19,57388,1393977600
1403000215,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 14:10:36.837,منتهي,1,355270,19,64305,1393977600
1403000216,2014-03-05 00:00:00.000,2016-03-05 00:00:00.000,1,1,2014-03-05 14:12:47.580,منتهي,1,355270,6,21430,1393977600
